Page Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Overperforming Score
Ministry of Health- Uganda,minofhealthUG,767949523254855,193551,2020-10-23 10:56:52 EAT,Photo,207,3,6,1,0,0,1,0,0,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3605801949469584,Staying healthy requires making informed decisions and adopting good behavior practices #STAYSAFEUG,https://www.facebook.com/minofhealthUG/photos/a.802441493138991/3605800512803061/?type=3,,"THE REPUBLR O UGANDA MINISTRY OF HEALTH Staying healthy requires making the right & informed choices, sacrifices & actions in regard to our behaviors & practices LIMIT ALCOHOL CONSUMPTION Richard Kabanda Ag. Commissioner Health Services Health Promotion, Education € Communication MILK MAINTAIN A HEALTHY WEIGHT CHOOSE HEALTHYIET A HEALTHY REDUCE SALT CONSUMPTION STOP SMOKING EXERCISE DAILY",,,,,-13.1
Ministry of Health- Uganda,minofhealthUG,767949523254855,193304,2020-10-22 16:28:06 EAT,Photo,3193,374,79,4,4,19,18,2,1,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3603726836343762,"Results of COVID-19 tests done on 21st October 2020 confirm 108 new cases. The cumulative confirmed cases are now 11,041. The breakdown of the new cases are: 107 contacts and alerts: Kampala (40), Obongi (12), Wakiso (7), Amuru (6), Arua (6), Butaleja (6), Sironko (5), Adjumani (4), Lira (4), Bugiri (3), Buikwe (2), Kibuku (2), Mbale (2), Gulu (1), Iganga (1), Kisoro (1), Koboko (1), Moyo (1), Pader (1), Yumbe (1), Mayuge (1) 1 truck driver from Elegu",https://www.facebook.com/minofhealthUG/photos/a.802441493138991/3603725836343862/?type=3,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FminofhealthUG%2Fphotos%2Fa.802441493138991%2F3603725836343862%2F%3Ftype%3D3,"THE UGANDA MINISTRY OF HEALTH COVID-19 DAILY UPDATES NEW CASES RESULTS OF 21S.OCT.2020 CUMULATIVE CONFIRMED CASES OF UGANDANS TO-DATE 108 11,041 CUMULATIVEDEATHS DEATHS TO-DATE 98 (0 New Death) CUMULATIVE RECOVERIES TO-DATE 7,210 (56 New) TOTAL COVID-19 SAMPLES TESTED TO-DATE 529,236 (1,886 New) Wear Mask 0800-100-066 0800-203-033 Washad KeepyourDistance E-mail: dghs@infocom.co.ug Website:www.health.go.ug #STAYSAFEUG",,,,,1.29
Ministry of Health- Uganda,minofhealthUG,767949523254855,193232,2020-10-21 15:57:28 EAT,Photo,2264,135,81,4,1,16,22,3,1,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3601017066614739,"Results of COVID-19 tests done on 20 October 2020 confirm 145 new cases. The cumulative confirmed cases are now 10,933. 🔺 One COVID-19 death recorded from Jinja. The total COVID-19 deaths are now 98. 🔸 Recoveries: 7,154 The breakdown of the new cases are: 143 contacts and alerts: Kampala (56), Obongi (24), Moyo (14), Lira (13), Buikwe (10), Iganga (5), Jinja (5), Dokolo (3), Bushenyi (2), Mbale (2), Mukono (2), Arua (1), Buvuma (1), Kisoro (1), Luwero (1), Maracha (1), Ntungamo (1), Soroti (1) 2 truck drivers from Malaba Point of Entry. #StaySafeUG",https://www.facebook.com/minofhealthUG/photos/a.802441493138991/3601015063281606/?type=3,,"THE OF UGANDA MINISTRY OF HEALTH COVID-19 DAILY UPDATES NEWCASES NEW CASES RESULTS OF 20th.OCT.2020 CUMULATIVE CONFIRMED CASES OF UGANDANS TO-DATE 10,933 145 CUMULATIVEDEATHS TO-DATE 98 (1 New Death) CUMULATIVE RECOVERIES TO-DATE 7,154 (88 New) TOTAL COVID-19 SAMPLES TESTED TO-DATE 527,350 (2,384 New) Wear Mask 0800-100-066 0800-203-033 WashuHands Keep Distance E-mail: ghs@infocom.co.ug Website:www.health.go.ug #STAYSAFEUG",,,,,-1.13
Ministry of Health- Uganda,minofhealthUG,767949523254855,193232,2020-10-21 14:17:57 EAT,Photo,2682,28,16,1,0,3,2,1,1,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3600827189967060,"Have you participated in the COVID-19 response survey yet? If you have not, please click: http://bit.ly/moh-covid19-survey1:=:https://docs.google.com/forms/d/e/1FAIpQLSfj1SCLPims9pOpdktGTYFlYRZmY13rW2R9KRN789cSb0YhBw/viewform to share your thoughts, views and opinion about the COVID-19 response. Your feedback will greatly improve the COVID-19 response. #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3600824526633993/?type=3,,THEREPUBLIC G UGANDA MINISTRY OF HEALTH COVID-19 RESPONSE SURVEY The Ministry of Health would like to know your views about the COVID-19 pandemic and it's response by participating in a a survey.,,,,,-1.05
Ministry of Health- Uganda,minofhealthUG,767949523254855,193130,2020-10-20 14:48:52 EAT,Photo,261,304,32,0,1,0,1,0,3,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3598338996882546,8 out of 10 of the COVID-19 deaths in #Uganda presented with high blood pressure as an underlying condition. The public is advised to go for regular medical check ups to know your health status and strongly adhere to COVID-19 SOPs.,https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3598338266882619/?type=3,,8 out of 10 of the COVID-19 deaths registered in Uganda had high blood pressure as an HE REPUBLIC UGANDA underlying condition. The public is advised to: MINISTRY OF HEALTH Go for regular medical checkups to know your health status Avoid unnecessary movements to crowded places especially individuals who have known underlying conditions Always wear a face mask when yου 9o out of your home Always wash your hands with soap and running water or use an alcohol based hand sanitizer Maintain a physical distance of at least 2 meters when interacting with other people,,,,,-4.86
Ministry of Health- Uganda,minofhealthUG,767949523254855,193130,2020-10-20 14:46:59 EAT,Photo,1449,99,55,3,1,5,9,1,3,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3598334910216288,"Results of COVID-19 tests done on 19 October 2020 confirm 97 new cases. The cumulative COVID-19 cases are now 10,788. The breakdown of the 97 new cases are: 96 contacts and alerts: Kiryandongo (32), Kampala (25), Soroti (19), Wakiso (8), Mbale (6), Tororo (2), Lira (1), Pallisa (1), Jinja (1) and Buikwe (1) 1 truck driver from Busia #StaySafeUg",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3598333840216395/?type=3,,"UB MINISTRY OF HEALTH COVID-19 DAILY UPDATES NEW CASES RESULTS OF 19th.OCT.2020 97 CUMULATIVE CONFIRMED CASES OF UGANDANS TO-DATE 10,788 CUMULATIVE DEATHS TO-DATE 97 (0 New Death) CUMULATIVE RECOVERIES TO-DATE 7,066 (74 New) TOTAL COVID-19 SAMPLES TESTED TO-DATE 524,966 (1,567 New) Wear Mask 0800-100-066 0800-203-033 Wash your Hands Keep your Distance E-mail: dghs@infocom.co.ug Website:www.health.go.ug #STAYSAFEUG",,,,,-1.8
Ministry of Health- Uganda,minofhealthUG,767949523254855,192998,2020-10-19 13:47:09 EAT,Photo,2509,513,55,4,1,5,12,1,3,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3595597080490071,"Results of COVID-19 tests done on 18 October 2020 confirm 101 new cases. The cumulative confirmed cases are now 10,691. The breakdown of the new cases are: 100 contacts and alerts: Kampala (43), Lira (38), Rubanda (6), Kiryandongo (3), Kisoro (3), Iganga (2), Jinja (2), Namayingo (2), Mukono (1) 1 truck driver from Mirama Hills",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3595596313823481/?type=3,,"UB MINISTRY OF HEALTH COVID-19 DAILY UPDATES NEW CASES RESULTS OF 18th.OCT.2020 CUMULATIVE CONFIRMED CASES OF UGANDANS TO-DATE 10,691 101 CUMULATIV DEATHS TO-DATE 97 (0 New Death) CUMULATIVE RECOVERIES TO-DATE 6,992 (0 New) TOTAL COVID-19 SAMPLES TESTED TO-DATE 523,399 (1,113 New) Wear Mask 0800-100-066 0800-203-033 Wash your Hands Keop your Distance E-mail: dghs@infocom.co.ug Website:www.health.go.ug #STAYSAFEUG",,,,,1.05
Ministry of Health- Uganda,minofhealthUG,767949523254855,192846,2020-10-18 13:20:45 EAT,Photo,3427,470,65,4,2,19,14,3,1,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3593083500741429,"Results of COVID-19 tests done on 17 October 2020 confirm 135 new cases. The cumulative confirmed cases are 10,590. 🔺One new COVID-19 death from Kapchorwa. The total COVID-19 deaths are now 97. 🔸Recoveries: 6,992 The breakdown of the new cases are: 130 contacts and alerts: Kampala (47), Mbarara (15), Adjumani (8), Moyo (7), Pader (6), Gulu (5), Bugiri (3), Busia (3), Mbale (3), Sironko (3), Terego (3), Butaleja (2), Koboko (2), Luwero (2), Mukono (3), Tororo (2), Yumbe (2), Arua (1) Bududua (1), Buikwe (1), Bulambuli (1), Jinja (1), Kapchorwa (1), Kibuku (1), Kyotera (1), Lira (1), Sheema (1), Masaka (3) Iganga (1) 5 truck drivers from Malaba",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3593083384074774/?type=3,,"JBL MINISTRY OF HEALTH COVID-19 DAILY UPDATES NEW CASES RESULTS OF 17th.OCT.2020 CUMULATIVE TIVE CONFIRMED CASES OF UGANDANS TO-DATE 135 10,590 CUMULATIVE DEATHS TO-DATE 97 (1 New Death) CUMULATIVE RECOVERIES TO-DATE 6,992 (91 New) TOTAL COVID-19 SAMPLES TESTED TO-DATE 522,286 (1,836 New) Woar Mack 0800-100-066 0800-203-033 Wash your Hands Keop your Distance E-mail: dghs@infocom.co.ug Website:www.health.go.ug #STAYSAFEUG",,,,,1.35
Ministry of Health- Uganda,minofhealthUG,767949523254855,192704,2020-10-17 13:57:51 EAT,Photo,3706,198,64,10,1,17,15,1,1,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3590645300985249,"Results of COVID-19 tests done on 16 October 2020 confirm 121 new cases. The cumulative confirmed cases are 10,455. The breakdown of the new cases are: 121 contacts and alerts: Kampala (58), Luwero (23), Arua (7), Isingiro (6), Sembabule (5), Masindi (4), Amuru (3), Mbale (3), Wakiso (3), Bugweri (2), Buvuma (2), Jinja (2), Lira (2), Terego (1) #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3590644740985305/?type=3,,"JB CC MINISTRY OF HEALTH COVID-19 DAILY UPDATES NEW CASES RESULTS OF 16th.OCT.2020 CUMULATIVE TIVE CONFIRMED CASES OF UGANDANS TO-DATE 10,455 121 CUMULATI DEATHS TO-DATE 96 (0 New Death) CUMULATIVE RECOVERIES TO-DATE 6,901 (0 New) TOTAL COVID-19 SAMPLES TESTED TO-DATE 520,450 (1,892 New) Woar Mack 0800-100-066 0800-203-033 Wash your Hands KeepyourDistance your Distance E-mail: dghs@infocom.co.ug Website:www.health.go.ug #STAYSAFEUG",,,,,1.36
Ministry of Health- Uganda,minofhealthUG,767949523254855,192412,2020-10-16 18:32:31 EAT,Photo,267,20,4,2,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3588394671210312,"Together w/@UNICEFUganda, Ministry of Health has launched a pilot phase to integrate nutrition supplies into the national Essential Medicines & Health Supplies system to improve the availability of nutrition supplies and reduce stock outs at health facilities in West Nile Region in 7 districts. The districts are: Adjumani, Arua, Koboko, Moyo, Madi Okollo, Obongi and Yumbe. The launch was officiated by the Permanent Secretary, Dr Diana Atwine at the National Medical Offices in Entebbe. Malnutrition in children and pregnant mothers continues to be a major concern for policy makers in Uganda due to its adverse consequences for child survival and long-term well-being, regardless the progress made to-date. Integration of nutrition supplies into the national Essential Medicines and Health Supplies (EMHS) system will enhance timely delivery of quality nutrition services and supplies to all the children and adults affected by malnutrition as well as reduce stock outs of these much-needed supplies at health facilities.",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3588394531210326/?type=3,,,Photos from Ministry of Health- Uganda's post,,,,-10.09
Ministry of Health- Uganda,minofhealthUG,767949523254855,192412,2020-10-16 13:32:13 EAT,Photo,9295,448,60,10,5,20,1,2,3,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3587786821271097,"The Ministry of Health is conducting a survey to assess the COVID-19 response. We would like to know your views on risk perception, adherence to preventive measures and response thus far. ⏩ Please click http://bit.ly/moh-covid19-survey1:=:https://docs.google.com/forms/d/e/1FAIpQLSfj1SCLPims9pOpdktGTYFlYRZmY13rW2R9KRN789cSb0YhBw/viewform to participate in the survey. Thank you.",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3587786261271153/?type=3,,THEREPUBLIC G UGANDA MINISTRY OF HEALTH COVID-19 RESPONSE SURVEY The Ministry of Health would like to know your views about the COVID-19 pandemic and it's response by participating in a a survey.,,,,,3.33
Ministry of Health- Uganda,minofhealthUG,767949523254855,192412,2020-10-16 13:10:03 EAT,Photo,4261,157,106,3,3,25,18,1,4,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3587747614608351,"Results of COVID-19 tests done on 15 October 2020 confirm 217 new cases. The cumulative confirmed cases to-date is 10,334. 🔸Recoveries: 6,901 The breakdown of the new cases are: Contacts and Alerts (215): Kampala (100), Luwero (20), Mbarara (13), Mbale (9), Lira (8), Iganga (7), Sironko (7), Kween (6), Adjumani (6), Gulu (5), Rubanda (5), Wakiso (5), Hoima (4), Jinja (5), Moyo (2), Pallisa (2), Soroti (2), Arua (1), Buikwe (2), Kagadi (1), Kyotera (1), Madi Okollo (1), Maracha (1), Sembabule (1), Tororo (1) 1 returnee from Kenya 1 truck driver from Malaba",https://www.facebook.com/minofhealthUG/photos/a.802441493138991/3587746437941802/?type=3,,"THE COF MINISTRY OF HEALTH COVID-19 DAILY UPDATES NEW CASES RESULTS OF 15th.OCT.2020 CUMULATIVE TIVE CONFIRMED CASES OF UGANDANS TO-DATE 217 10,334 CUMULATIVE DEATHS TO-DATE 96 (0 New Death) CUMULATIVE RECOVERIES TO-DATE 6,901 (176 New) TOTAL COVID-19 SAMPLES TESTED TO-DATE 518,558 (3,635 New) Wear Mask 0800-100-066 0800-203-033 Wash Hands KeepyourDistance Distance E-mail: dghs@infocom.co.ug Website:www.heatth.go.ug #STAYSAFEUG",,,,,1.55
