Page Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Total Interactions,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Ministry of Health- Uganda,minofhealthUG,767949523254855,181221,2020-08-27 15:47:46 EAT,Photo,7843,1029,253,19,13,105,148,19,3,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3433633166686464,"Results from COVID-19 tests done on 26 August 2020 confirm 155 new cases. The cumulative confirmed cases of Ugandans is now 2,679. 🔺2 new COVID deaths recorded. The total COVID-19 deaths are now 28.",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3433633080019806/?type=3,,,,,,,"9,432","9,432"
Ministry of Health- Uganda,minofhealthUG,767949523254855,181221,2020-08-27 08:08:42 EAT,Native Video,8191,415,286,92,15,60,6,8,18,original,149839,153690,0,00:01:19,https://www.facebook.com/minofhealthUG/posts/3432713123445135,"Meet Sekajja Abdullah, a truck driver who tested positive for COVID-19 and has since recovered. “Protect yourself, keep a physical distance, wear a face mask and wash your hands regularly. Corona is real” Abdullah says.",https://www.facebook.com/minofhealthUG/videos/305308990777706/,,,Testimony from a truck driver who recovered from COVID-19,,,,"9,091","9,091"
Ministry of Health- Uganda,minofhealthUG,767949523254855,179126,2020-08-24 16:24:11 EAT,Photo,7463,887,239,16,6,137,88,8,2,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3424749374241510,"Results of COVID-19 tests done on 23 August 2020 confirm 99 new cases. This brings the cumulative total of confirmed cases to 2,362. 🔺Two (2) COVID-19 deaths were recorded bringing the total COVID-19 deaths to 22. #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3424749247574856/?type=3,,,Photos from Ministry of Health- Uganda's post,,,,"8,846","8,846"
Ministry of Health- Uganda,minofhealthUG,767949523254855,182330,2020-08-28 13:44:12 EAT,Photo,7866,582,159,5,6,46,51,4,4,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3436541029729011,"Results of COVID-19 tests done on 27 August 2020 confirm 77 new cases. The cumulative confirmed cases of Ugandans is now 2,756. 🔸Recoveries: 1,288 #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3436540349729079/?type=3,,,,,,,"8,723","8,723"
Ministry of Health- Uganda,minofhealthUG,767949523254855,180459,2020-08-26 10:32:05 EAT,Native Video,7073,167,671,215,11,46,5,14,57,original,347818,361601,0,00:01:03,https://www.facebook.com/minofhealthUG/posts/3429955420387572,Don’t stigmatize anyone but remember you can get COVID-19 from anyone. Say NO to COVID-19 by: 😷Always wearing a Face mask properly Maintaining a social distance 💧Washing your hands with soap and water or use a hand sanitizer always #STAYSAFEUG,https://www.facebook.com/minofhealthUG/videos/1718204745009942/,,,PROTECT YOURSELF FROM COVID-19,,,,"8,259","8,259"
Ministry of Health- Uganda,minofhealthUG,767949523254855,177136,2020-08-20 15:37:51 EAT,Photo,6787,818,230,15,20,140,119,16,5,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3412617715454676,"Results of COVID-19 tests done on 19 August 2020 confirm 94 new cases. This brings the total confirmed COVID-19 cases of Ugandans to 1,750. 🔺Uganda has recorded 3 new COVID-19 deaths bringing the total COVID-19 deaths to 19. 🔸Recoveries: 1,194 #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3412617115454736/?type=3,,,Photos from Ministry of Health- Uganda's post,,,,"8,150","8,150"
Ministry of Health- Uganda,minofhealthUG,767949523254855,182330,2020-08-28 13:47:33 EAT,Photo,7348,304,141,6,1,8,4,3,0,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3436547476395033,"What are the signs and symptoms of COVID-19? -Fever -Body weakness -Cough -Difficulty in breathing -Loss of smell -Loss of appetite -Sore throat If you have any of the above symptoms, call Ministry of Health on 0800-100-066 or KCCA on 0800-990-000 #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3436546329728481/?type=3,,"THEREPUBLA UGANDA MINISTRY OF HEALTH CORONAVIRUS (COVID-19) HOW DOES COVID-19 SPREAD? infected person sneezes coughs their droplets come with you touch surface contaminated with oronavirus and then touch your nose and/ WHAT ARE THE SIGNS AND SYMPTOMS OF COVID-19? Fever Sore throat Cough Difficulty Other HOW CAN YOU PREVENT YOURSELF FROM GETTING COVID-19? symptoms running sneezing dbody weakness public places from Avoid bentelbow symptoms ouching information, call the Ministry Health toll free on: 919, 0800- 0800-203-033 and 0800-303-033 or send free SMS to Ureport on 8500 or WhatsApp on 0770-818-139 World Health Organization unicef for every child",,,,,"7,815","7,815"
Ministry of Health- Uganda,minofhealthUG,767949523254855,180459,2020-08-26 12:47:54 EAT,Photo,6476,742,196,6,11,81,63,13,0,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3430204817029299,"Results of COVID-19 tests done on 25 August 2020 confirm 98 new cases. The cumulative confirmed cases of Ugandans to-date is 2,524. 🔺One new COVID-19 death recorded today. The total COVID-19 deaths are now 26 🔸Recoveries: 1,268 #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3430203673696080/?type=3,,,,,,,"7,588","7,588"
Ministry of Health- Uganda,minofhealthUG,767949523254855,179778,2020-08-25 15:41:45 EAT,Photo,6265,777,185,9,8,95,83,8,5,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3427595777290203,"Results from COVID-19 tests done on 24 August 2020 confirm 64 new cases. This brings the cumulative confirmed cases of Ugandans to 2,426. 🔺3 new COVID-19 deaths recorded. The total COVID-19 deaths are 25. 🔸Recoveries: 1,267 #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3427595163956931/?type=3,,,,,,,"7,435","7,435"
Ministry of Health- Uganda,minofhealthUG,767949523254855,173888,2020-08-10 16:53:20 EAT,Photo,6418,434,136,5,9,77,56,10,1,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3383944461655335,"Results from tests done on 09 August 2020 confirm 14 new COVID cases. The cumulative confirmed cases of Ugandans are 1,297. 🔺Uganda has registered 2 COVID-19 deaths today. This brings the total COVID-19 deaths to 9. 🔸Recoveries: 1,137 #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3383944294988685/?type=3,,,Photos from Ministry of Health- Uganda's post,,,,"7,146","7,146"
Ministry of Health- Uganda,minofhealthUG,767949523254855,172505,2020-08-07 14:55:45 EAT,Photo,6185,537,168,5,14,116,65,7,7,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3375273019189146,"Results of COVID-19 tests done on 06 August 2020 confirm 31 new cases. 🔺Uganda registered one death bringing the total COVID-19 deaths to six. 🔺Cumulative confirmed cases of Ugandans: 1,254 🔺Cumulative recoveries: 1,113 #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3375272139189234/?type=3,,,Photos from Ministry of Health- Uganda's post,,,,"7,104","7,104"
Ministry of Health- Uganda,minofhealthUG,767949523254855,177749,2020-08-21 14:45:31 EAT,Photo,5645,945,220,13,15,110,84,8,2,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3415512765165171,"Results from COVID-19 tests done on 20 August 2020 confirm 98 new cases. This brings the cumulative confirmed cases of Ugandans to 1,848. 🔸Recoveries: 1,199 #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3415512485165199/?type=3,,,,,,,"7,042","7,042"
Ministry of Health- Uganda,minofhealthUG,767949523254855,176276,2020-08-18 16:18:55 EAT,Photo,6080,500,134,10,6,67,44,10,3,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3406896086026839,"Results from COVID-19 tests done on 17 August, 2020 confirm 43 new COVID cases. The cumulative total number of confirmed Ugandans is now 1,603. #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3406895449360236/?type=3,,,Photos from Ministry of Health- Uganda's post,,,,"6,854","6,854"
Ministry of Health- Uganda,minofhealthUG,767949523254855,171876,2020-08-06 13:09:58 EAT,Native Video,5836,200,370,197,9,39,3,12,30,original,111289,113715,0,00:00:58,https://www.facebook.com/minofhealthUG/posts/3372280639488384,Always #WearAMask when in public to prevent COVID-19. Remember to also wash your hands with soap and water/use a hand sanitizer and social distance. Protect yourself and your loved ones from COVID-19. #STAYSAFEUG,https://www.facebook.com/minofhealthUG/videos/768419393927941/,,,#WearAMask,,,,"6,696","6,696"
Ministry of Health- Uganda,minofhealthUG,767949523254855,176642,2020-08-19 16:22:37 EAT,Photo,5682,619,144,9,10,87,84,8,2,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3409804505735997,"Results from COVID-19 tests done on 18 August 2020 confirm 53 new cases. This brings the total confirmed COVID cases of Ugandans to 1,656. 🔺Uganda has registered one COVID-19 death today bringing the total COVID-19 deaths to 16. 🔸Recoveries: 1,188",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3409802892402825/?type=3,,,Photos from Ministry of Health- Uganda's post,,,,"6,645","6,645"
Ministry of Health- Uganda,minofhealthUG,767949523254855,174375,2020-08-11 12:05:29 EAT,Photo,5952,271,100,2,1,36,17,1,1,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3386168948099553,"Results from COVID-19 tests done on 10 August 2020 confirm 16 new cases. The cumulative confirmed cases of Ugandans to-date are 1,313. #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3386168411432940/?type=3,,"MINSTRYF COVID-19 UPDATE DONE 10th Number Number confirmed confirmed Ugandan confirmed today confirmed confirmed confirmed Number Cumulative Ugandans registered Ugandar Number positive Samples from Points Samples Contacts tested today Cumulative COVID-19 samples tested 301,286 to-date sixteen previously confirmed quarantine two(2) test. returnee Regarding Tororo twelve Kenya who alerts;- from Namisindwa, three Eleven contacts previously Kenyan drivers tested positive heirentrv.in Adiumani District. MINISTRY COVID the border permitted. UGANDA www.herith.co.ut",,,,,"6,381","6,381"
Ministry of Health- Uganda,minofhealthUG,767949523254855,174712,2020-08-12 12:20:13 EAT,Photo,5794,290,86,6,3,41,15,5,3,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3389021944480920,"Results from COVID-19 tests done on 11 August 2020 confirm 19 new cases. The cumulative confirmed cases of Ugandans to date is 1,332. 🔸Recoveries: 1,139 #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3389021407814307/?type=3,,"RESULTS lnebyoonaghe COVID-1 UPDATE COVID-1 DONE AUGUST confirmed today Number Number Number onfirmed contacts confirmed confirmed Ugandans deaths COVID egistered Cumulative Ugandan recoveric requested COVID return their were Samples 1,401 samples Cumulative COVID- samples nineteen (19) confirmed contacts previously confirmed Regarding the eleven (11) Kasescand alerts;- four are from Kampala Metropolitan contacts Metropolitan previously confirmed three truck tested truck COVID- permitted. Kenyans, Congolesc points entry and EALTHSERVICES KAMPALA",,,,,"6,243","6,243"
Ministry of Health- Uganda,minofhealthUG,767949523254855,171114,2020-08-04 12:34:45 EAT,Photo,5633,320,107,8,4,51,25,2,4,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3366454166737698,"Results of COVID-19 tests done on 3 August 2020 confirm 8 new COVID-19 cases. The cumulative confirmed cases of Ugandans to-date is 1,203. #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3366453823404399/?type=3,,"uglemmanuel inebyoona@h COVID-19 UPDATE RESULTS COVID-19 TESTS Number AUGUST confirmed Ugandan drivers confirmed Numbero alerts confirmed contacts confirmed ,203 Cumulative Ugandans COVID-19 deaths COVID-1 deaths registered o-date Cumulative Ugandanrec foreign positive COVID return origin Samples country Entry tested Samples tested number samples tested Cumulative COVID-1 samples 282,512 Somalia. confirmed contact Kyotera drivers, through alerts returnee truck drivers: arrived alerts; and identified THSERVICES KAMPALA UGANDA information, www.health.go.ug",,,,,"6,154","6,154"
Ministry of Health- Uganda,minofhealthUG,767949523254855,171876,2020-08-06 12:43:52 EAT,Photo,5020,311,83,7,5,26,17,5,0,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3372235412826240,"Results of COVID-19 tests done on 05 August 2020 confirm 10 new cases. The cumulative confirmed cases of Ugandans to-date is 1,223. #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3372235212826260/?type=3,,"RESULTS ainebyoona@h ealth.go.ug COVID- UPDATE COVID-19 AUGUST new confirmed Number Ugandan confirmed Number confirmed Number contacts confirmed drivers confirmed Cumulative Ugandanst COVID-1 COVID- Cumulative registeredt COVID- today Entry Contacts tested 1,499 number samples Cumulative COVID-19 samples contacts 3,577 288,367 confirmed cases; previously confirmed PointofEntry whi seven drivers; arrived South contacts Namisindwa Malaba previously confirmed Eleven drivers resident country Kenyans, Tanzanians ofentry MINISTRY Eritrean) KAMPALA",,,,,"5,474","5,474"
Ministry of Health- Uganda,minofhealthUG,767949523254855,171496,2020-08-05 13:12:58 EAT,Photo,4801,333,104,7,2,46,21,6,2,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3369340803115701,"Results of COVID-19 tests done on 04 August 2020 confirm 10 new cases. The cumulative confirmed cases of Ugandans to-date is 1,213. #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3369339993115782/?type=3,,"1-4231584 inloCihealth.gg Lalnebyoona COVID-19 UPDATE RESULTS COVID-19 Number DONE 2020 confirmed cases today Ugandan drivers confirmed Numbero confirmed Number contacts.confirmedtoday Number confirmed Ugandans COVID-1 COVID- deaths Cumulative requested who COVID-19 country Entry Samples from Alerts Contacts number samples COVID-19 samples 2,278 Canzani confirmed Mutukula Entry returnee contacto previously Regarding from Masaka contacts Metropolitan Sudan, two (2) djumani previously confirmed from Gulu, truck drivers (10 Kenyans positive country permitted. MINISTRY Kampala Tanzanians) tested LTHSERVICES B0X7272 KAMPALA ww.heaith.co.MK Ministry.elHeamb_lipedi_ MincfHeataug",,,,,"5,322","5,322"
Ministry of Health- Uganda,minofhealthUG,767949523254855,176029,2020-08-17 15:15:42 EAT,Photo,4768,116,97,8,0,14,1,2,5,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3403885162994598,Say No to Tobacco; Say No to COVID-19. Smoking makes you more vulnerable to COVID-19. Stop smoking and make your lungs happy. #STAYSAFEUG,https://www.facebook.com/minofhealthUG/photos/a.802441493138991/3403883496328098/?type=3,,UGANDA MINISTRY OF HEALTH SAY NO TO TOBACCO; SAY NO TO COVID-19 Smoking makes you more vulnerable to COVID-19 so stop smoking and make your lungs happy!,,,,,"5,011","5,011"
Ministry of Health- Uganda,minofhealthUG,767949523254855,178317,2020-08-22 19:20:35 EAT,Status,2440,1390,627,11,27,204,208,23,10,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3419177864798661,"Today, Uganda has registered the highest number COVID-19 cases at 318 in a single day. The breakdown of the cases is as follows; • Amuru Prisons: 154 (153 inmates, 1 prison staff) • Contacts and Alerts (136) : Kampala -65, Kiryandongo-14, Gulu-9, Mbarara-9, Kitgum-8, Arua-8, Wakiso-7, Mbale-4, Buikwe-4, Masaka-2, Bugiri-1, Jinja-1, Luweero-1 Manafwa 1, Masindi 1, Mityana 1 • Health workers (20): Kitgum 9, Kampala 6, Arua 2, Adjumani 1, Kiryandongo 1, Luweero 1 • Truck drivers (8): Malaba 3, Busia 2, Mpondwe 1, Oraba 1, Madi Opei 1 We also recorded one (1) COVID-19 death, a 49 year old male from Mbale District, bringing the total cumulative COVID-19 deaths to 20. The cumulative number of confirmed cases of COVID-19 in Uganda is 2,166 Currently, Kampala Metropolitan Area has the highest numbers of community transmission. A cumulative total of 540 COVID-19 cases have been reported in Kampala since the 23rd March. Of these, 342 cases were registered within the last one week, from 15th August to 21st August 2020 including 5 COVID-19 deaths. Several institutions including; Malaysia Furnishing, Royal Pharma, Ministry of Finance, Planning and Economic Development, IGG,KCCA, Toyota, NRM Secretariat, Eagle Holdings,Megha Industries, media houses (New Vision, NBS,NTV,BBS) and other private hospitals have reported clusters This highlights the need to ensure that workplaces strictly observe the Standard Operating Procedures and Infection, Prevention and Control measures to limit the spread of COVID-19.",,,,,,,,"4,940","4,940"
Ministry of Health- Uganda,minofhealthUG,767949523254855,177136,2020-08-20 15:53:20 EAT,Photo,4182,313,81,10,10,30,76,9,3,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3412652012117913,"Results of COVID-19 tests done on 19 August 2020 confirm 94 new cases. This brings the total confirmed COVID-19 cases of Ugandans to 1,750. 🔺Uganda has recorded 3 new COVID-19 deaths bringing the total COVID-19 deaths to 19. 🔸Recoveries: 1,194 #staysafeug",https://www.facebook.com/minofhealthUG/photos/a.3410220565694391/3412651768784604/?type=3,,,Photos from Ministry of Health- Uganda's post,,,,"4,714","4,714"
Ministry of Health- Uganda,minofhealthUG,767949523254855,175286,2020-08-14 12:37:40 EAT,Photo,3556,394,131,1,2,36,60,6,2,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3394932763889838,"Results from COVID-19 tests done on 13 August, 2020 confirm 32 new cases. The cumulative confirmed cases of Ugandans is now 1,385. 🔺One new COVID-19 death registered bringing the total COVID-19 deaths to 12 🔸Ugandan recoveries: 1,142 #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3394932583889856/?type=3,,,Photos from Ministry of Health- Uganda's post,,,,"4,188","4,188"
Ministry of Health- Uganda,minofhealthUG,767949523254855,170917,2020-08-03 15:26:16 EAT,Photo,2712,670,158,3,4,161,51,14,3,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3363996803650101,"The Ministry of Health confirms one death today bringing the total number of COVID-19 deaths to 5. 13 new COVID-19 cases were confirmed from samples tested on 2 August 2020. This brings the cumulative confirmed cases of Ugandans to 1,195 #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3363995753650206/?type=3,,,Photos from Ministry of Health- Uganda's post,,,,"3,776","3,776"
Ministry of Health- Uganda,minofhealthUG,767949523254855,169935,2020-08-01 08:43:36 EAT,Native Video,3278,96,104,12,0,10,1,3,3,original,10262,10660,0,00:00:55,https://www.facebook.com/minofhealthUG/posts/3357667434283038,COVID-19 is real and deadly. Let us be vigilant to prevent further spread of the disease in our communities. #STAYSAFEUG,https://www.facebook.com/minofhealthUG/videos/338621840633372/,,,"BE VIGILANT, STAY SAFE 🇺🇬",,,,"3,507","3,507"
Ministry of Health- Uganda,minofhealthUG,767949523254855,175085,2020-08-13 12:45:03 EAT,Photo,2077,316,93,3,1,51,32,2,2,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3392019550847826,"Results of COVID-19 tests done on 12 August confirm 21 new cases. The cumulative confirmed cases of Ugandans are 1,353. 🔸2 new COVID-19 deaths registered bringing the total COVID-19 deaths to 11 🔹Total recoveries: 1,141 #STAYSAFEUG CORRECTION:The 60year old male of Indian origin was referred to Mulago National Hospital from International Hospital, Kampala. Unfortunately, He passed on while on admission at Mulago Hospital. May the deceased’s soul Rest In Peace. We regret the error in the statement",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3392018767514571/?type=3,,,Photos from Ministry of Health- Uganda's post,,,,"2,577","2,577"
Ministry of Health- Uganda,minofhealthUG,767949523254855,178763,2020-08-23 12:56:50 EAT,Status,1395,485,161,1,6,79,81,6,2,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3421338564582591,"Results from COVID-19 tests done on 22 August 2020 97 new COVID-19 cases confirmed today. The cumulative total confirmed cases of Ugandans is now 2,263 🔺Contacts and alerts (90): Kampala- 59 Wakiso- 11 Buikwe- 6 Luweero- 3 Namisindwa- 3 Mukono- 2 Jinja- 2 Kabale- 1 Amuru- 1 Oyam - 1 Tororo - 1 🔺1 returnee from Mali 🔺6 truck drivers from points of entry : - Malaba- 2 - Busia - 2 - Mpondwe - 1 - Padea- 1 🔺10 foreign truck drivers tested positive for COVID-19 at the border points of entry and their entry into the country was not permitted 🔸 Ugandan recoveries: 1,226 🔹samples from Points of Entry: 1,501 🔸Samples from Contacts and Alerts: 2,504 🔹Total samples tested today: 4,005",,,,,,,,"2,216","2,216"
