Page Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Overperforming Score
Ministry of Health- Uganda,minofhealthUG,767949523254855,189427,2020-09-30 16:47:45 EAT,Photo,974,86,44,2,0,7,10,2,0,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3539283069454806,"Results of COVID-19 tests done on 29 September 2020 confirm 112 new cases. The total confirmed cases are now 8,129. 🔸Recoveries: 4,260 The breakdown of the new cases are: Contacts and alerts (109): Namisindwa (16), Pader (12), Gulu (16), Koboko (18), Tororo (6), Kampala (8), Karenga (8), Adjumani (3), Amudat (11), Arua (3), Masaka (2), Amuru (3), Mbale (1) and Moyo (2) 2 returnees from South Sudan 1 truck driver: Elegu",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3539279472788499/?type=3,,"THE REPU FUGANDA MINISTRY OF HEALTH COVID-19 DAILY UPDATES NEW CASES RESULTS OF 29th .SEPT.2020 CUMULATIVE DEATHS TO-DATE 75 112 CUMULATIVE CONFIRMED CASES OF UGANDANS TO-DATE 8,129 CUMULATIVE RECOVERIES TO-DATE 4,260 TOTAL COVID-19 SAMPLES TESTED TO-DATE 480,037 Wear a Mask 0800-100-066 0800-203-033 Wash your Hands Keep your Distance E-mail: dghs@infocom.co.ug Website:www.health.go.ug #STAYSAFEUG",,,,,-3.12
Ministry of Health- Uganda,minofhealthUG,767949523254855,189427,2020-09-30 11:55:29 EAT,Photo,12886,163,37,30,2,13,1,3,1,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3538566109526502,"The Minister for Health, Dr. Jane Ruth Aceng Ocero has received medical equipment worth USD 250,000 to boost the COVID-19 response. This equipment was procured by the World Health Organization with support from the Government of the Republic of Ireland. These will be deployed at the regional referral hospitals across the country. The equipment includes; - 60 Hand-held Pulse Oximeters - 49 Oxygen Concentrators - 31 High Flow Nasal Cannulas among others and will be used to strengthen care for severe and critically ill COVID-19 patients. #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3538561792860267/?type=3,,,Photos from Ministry of Health- Uganda's post,,,,3.74
Ministry of Health- Uganda,minofhealthUG,767949523254855,189358,2020-09-29 17:31:03 EAT,Photo,1100,50,23,10,0,5,1,1,0,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3536178623098584,"The Minister for Health, Dr. Jane Ruth Aceng Ocero will provide an update on the measures that the Ministry of Health is undertaking to mitigate the widespread community transmission of COVID-19 in Uganda. 📆: Wednesday, 30 September, 2020 🕰: 3:00 pm 🎥: Live on UBC TV and the Ministry of Health Facebook Page",https://www.facebook.com/minofhealthUG/photos/a.802441493138991/3536178256431954/?type=3,,,,,,,-3.01
Ministry of Health- Uganda,minofhealthUG,767949523254855,189358,2020-09-29 17:04:50 EAT,Photo,699,29,8,4,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3536109979772115,"The Government of the Republic of Korea has donated 100,000 KF94 masks towards the COVID-19 response in Uganda. The masks were received by the Minister for State in charge of Primary Health Care, Dr Joyce Moriku Kaducu and the Permanent Secretary, Dr. Diana Atwine. The masks will be given to health workers at the various health workers who are working in the COVID-19 treatment units across the country. ""This donation is a boost to the efforts already undertaken by Government to protect the health workers from contracting infection."" Dr Atwine said. The Embassy of the Republic of Korea was represented by Ms. Kim, Ah Young, the First Secretary, Mr. Choi, Jae Hoon, Specialist in Political and Development Affairs and the Ag. Country Director, Mr. Yu, Na Yeong.",https://www.facebook.com/minofhealthUG/photos/a.802441493138991/3536105176439262/?type=3,,,Photos from Ministry of Health- Uganda's post,,,,-4.84
Ministry of Health- Uganda,minofhealthUG,767949523254855,189358,2020-09-29 17:00:23 EAT,Photo,558,158,59,0,1,21,18,2,0,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3536098153106631,"Results from COVID-19 tests done on 28 September 2020 confirm 240 new cases. The cumulative confirmed cases are now 8,017. The breakdown of the new cases are: Contacts and alerts (220): Kampala (53), Moroto (25), Amuru (22), Nabilatuk (11), Abim (28), Gomba (9), Nakapiripirit (7), Kapchorwa (6), Lamwo (5), Mbale (5), Budaka (4), Napak (4), Wakiso (4), Gulu (3), Ngora (3), Kaberamaido (2), Rakai (2), Agago (1), Bulambuli (1), Butebo (1), Iganga (1), Kalaki (1), Kibuku (1), Sironko (1), Soroti (1), Tororo (1) 38 returnees from Saudi Arabia",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3536096353106811/?type=3,,"REPL FUGANDA MINISTRY OF HEALTH COVID-19 DAILY UPDATES NEW CASES RESULTS OF 28.SEPT.2020 CUMULATIVE DEATHS TO-DATE 75 240 CUMULATIVE CONFIRMED CASES OF UGANDANS TO-DATE 8,017 CUMULATIVE RECOVERIES TO-DATE 4,033 TOTAL COVID-19 SAMPLES TESTED TO-DATE 478,687 Wear Mask 0800-100-066 0800-203-033 Wosh your Hands Keop your Distance E-mail: dghs@infocom.co.ug Website:www.health.go.ug #STAYSAFEUG",,,,,-4.38
Ministry of Health- Uganda,minofhealthUG,767949523254855,189214,2020-09-28 14:27:36 EAT,Photo,1425,513,84,6,2,19,23,2,1,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3532531420129971,"Results of COVID-19 tests done on 27 September 2020 confirm 247 new cases. The cumulative confirmed cases are now 7,777. 🔸Recoveries: 4,033 🔺2 new COVID-19 deaths recorded in Kampala. The total COVID-19 deaths are now 75. The breakdown of the new cases are: •Contacts and Alerts (224): Kampala (116), Luwero (17), Iganga (9), Gulu (8), Agago (7), Moyo (7), Wakiso (5), Busia (4), Hoima (3), Jinja (6), Masaka (4), Mayuge (3), Mbale (4), Arua (3), Budaka (2), Bulambuli (2), Kaliro (1), Kanungu (2) Kisoro (2), Kiryandongo (2), Kumi (2), Mukono (2), Pallisa (2), Buikwe (1), Bundibugyo (1), Bunyangabu (1), Buvuma (1), Kyotera (1), Lira (1), Moroto (1), Nebbi (1), Ntungamo (1), Tororo (1) and Zombo (1) •23 returnees: from Saudi Arabia (18), India (4) and South Sudan (1) #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3532529000130213/?type=3,,"THE REPU UGANDA MINISTRY OF HEALTH COVID-19 DAILY UPDATES NEW CASES RESULTS OF 27h.SEPT.2020 CUMULATIVE DEATHS TO-DATE 75 247 CUMULATIVE CONFIRMED CASES OF UGANDANS TO-DATE 7,777 CUMULATIVE RECOVERIES TO-DATE 4,033 TOTAL COVID-19 SAMPLES TESTED TO-DATE 477,473 Wear Mask 0800-100-066 0800-203-033 Wash your Hands Keop your Distonce E-mail: dghs@infocom.co.ug Website:www.health.go.ug #STAYSAFEUG",,,,,-1.75
Ministry of Health- Uganda,minofhealthUG,767949523254855,189074,2020-09-27 16:43:55 EAT,Photo,4397,396,101,8,3,15,25,2,0,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3529639163752530,"Results from COVID-19 tests done on 26 September 2020 confirm 166 new cases. The cumulative confirmed cases are now 7,530. 🔸Recoveries: 3,647 🔺2 new COVID-19 deaths from Kampala recorded today. Total COVID-19 deaths are now 73. The breakdown of the new cases: Contacts and Alerts (165): Pader (47), Kampala (34), Koboko (22), Kole(12), Adjumani (16),Wakiso(7), Gulu (9), Kiryandongo (4), Lamwo (3), Yumbe (2), Amolatar (2), Hoima (2), Luwero (2), Masindi (1), Amuru (1)and Arua (1) 1 truck driver from Elegu",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3529638740419239/?type=3,,"THE REPU FUGANDA MINISTRY OF HEALTH COVID-19 DAILY UPDATES NEW CASES RESULTS OF 26th SEPT.2020 CUMULATIVE DEATHS TO-DATE 73 166 CUMULATIVE CONFIRMED CASES OF UGANDANS TO-DATE 7,530 CUMULATIVE RECOVERIES TO-DATE 3,647 TOTAL COVID-19 SAMPLES TESTED TO-DATE 473,456 Wear Mack 0800-100-066 0800-203-033 Wash your Hands Keop your Distance E-mail: dghs@infocom.co.ug Website:www.health.go.ug www.health.go.ug #STAYSAFEUG",,,,,1.36
Ministry of Health- Uganda,minofhealthUG,767949523254855,190067,2020-09-26 14:36:36 EAT,Photo,2724,138,85,4,2,16,18,1,2,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3526293834087063,"Results from COVID-19 tests done on 25 September,2020 confirmed 146 new cases. The cumulative confirmed cases are now 7,364. 🔸Recoveries: 3,647 The break down of the new cases are: Contacts and alerts(133): Kampala (51), Namisindwa (13), Arua (12), Mityana (10), Tororo (7), Busia (5), Kitgum (5), Mbale (5), Nwoya (5), Wakiso (5), Gulu (3), Bukwo (4), Jinja (2), Karenga (2), Lira (1), Luwero (1), Soroti (1) and Yumbe (1) 7 truck drivers: Malaba (6), Busia (1) 6 returnees: Saudi Arabia (4), Malawi (1), South Sudan(1)",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3526291950753918/?type=3,,"L THE REPU FUGANDA MINISTRY OF HEALTH DAILY COVID-19 UPDATES NEW CASES RESULTS OF 25t.SEPT.2020 CUMULATIVE DEATHS TO-DATE 71 146 CUMULATIVE CONFIRMED CASES OF UGANDANS TO-DATE 7,364 CUMULATIVE RECOVERIES TO-DATE 3,647 TOTAL COVID-19 SAMPLES TESTED TO-DATE 469,003 Wear Mark 0800-100-066 100-066 0800-203-033 Wash our Hands Keop your Distance E-mail: dghs@infocom.co.ug Website: www.heaith.go.ug #STAYSAFEUG",,,,,-1.22
Ministry of Health- Uganda,minofhealthUG,767949523254855,190067,2020-09-25 14:52:12 EAT,Photo,638,109,15,4,1,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3523229794393467,"The Permanent Secretary, Dr. Diana Atwine launched the sickle cell awareness fundraising campaign. This campaign is intended to intensify awareness about Sickle Cell Disease and provide free screening services. The funds from this campaign will be used to create a registry for all sickle cell warriors. This will help give specialised health care, promote awareness and testing, and provide telemedicine services using LifeHealth CTC by availing 10,000 smart phones to the warriors. ""Studies showed the prevalence of sickle cell trait at 13.3%.This is very high. This calls for pre marital screening for sickle cell and newborn screening"" Dr Atwine said. Dr Atwine lauded the partnership from the various players to ensure that the sickle cell warriors have access to services as and when required. ""There are so many people upcountry that have not sought care. Sickle cell is a chronic illness that affects people from childhood and they give up many activities for the sake of being alive. They require to be supported, cared for and understood"" she added. Dr Atwine further emphasized that every coin raised from this campaign will help every child affected by sickle cell. The Head of Public Relations and Partnerships, CTI Africa, Mihigo Davidson expressed commitment to support Ministry of Health in improving access to health care in the country. ""We are glad to partner and improve healthcare access and affordability for sickle cell patients in Uganda. LifeHealth CTC reduces the financial burdens associated with disease management for patients"" he said. The Director General Health Services, Dr Henry Mwebesa pledged the commitment of Ministry of Health to strengthen partnership in this innovation in ensuring that every sickle cell child is able to live a quality life. The Sickle Cell Fundraising Campaign was launched in partnership with CTI Africa Uganda Sickle Cell Rescue Foundation and The Doc Talk Show.",https://www.facebook.com/minofhealthUG/photos/a.802441493138991/3523227604393686/?type=3,,ckie Cen THOSE USCRF ai ITN DIAL *165*3 RTEL DIAL *185* charidy.com/sick GIVER INFLUENCER,Photos from Ministry of Health- Uganda's post,,,,-5.07
Ministry of Health- Uganda,minofhealthUG,767949523254855,188467,2020-09-25 13:57:06 EAT,Photo,2254,198,71,4,0,11,19,1,1,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3523102944406152,"Results of COVID-19 tests done on 24 September, 2020 confirm 154 new cases. The cumulative confirmed cases are now 7,218. 🔸Recoveries: 3,611 🔺One new COVID-19 death from Gulu. Total COVID-19 deaths are 71. The breakdown of the 154 new cases are: •Contacts and Alerts (135): Kampala (45), Amudat (22), Mukono (20), Mbale (10), Lamwo (8), Wakiso (6), Luwero (4), Amuru (3), Gulu (3), Bunyangabu (2), Dokolo (3), Jinja (2), Kapchorwa (3), Agago (1), Buikwe (1), Bukedea (1) and Omoro (1) • Returnees (19): from Saudi Arabia",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3523100244406422/?type=3,,"THE REPU OFUGANDA MINISTRY OF HEALTH DAILY COVID-19 UPDATES NEW CASES RESULTS OF 4th.SEPT.2020 CUMULATIVE DEATHS TO-DATE 71 154 CUMULATIVE CONFIRMED CASES OF UGANDANS TO-DATE 7,218 CUMULATIVE RECOVERIES TO-DATE 3,611 TOTAL COVID-19 SAMPLES TESTED TO-DATE 465,600 Wear Mack 0800 0800-100-066 0800-203-033 Wash your Hands Keep your Distance E-mail: dghs@infocom.co.ug Website:www.health.go.ug #STAYSAFEUG",,,,,-1.52
Ministry of Health- Uganda,minofhealthUG,767949523254855,188467,2020-09-25 11:20:48 EAT,Photo,18207,368,96,44,7,14,2,1,4,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3522777991105314,"The Prime Minister, Rt. Hon. Dr Ruhakana Rugunda has today flagged off 10 ambulances procured by Uganda Red Cross Society with funding from Government of Uganda. The 10 fully equipped ambulances classified as class B cost UGX 2Bn are aimed at improving emergency and accident response along major highways in Uganda. “This is a big achievement for our country. This collaboration is crucial because Uganda Red Cross has the capacity. There is already substantial evidence with Bududa and recently when we were faced with the COVID-19 response pandemic” ~ Dr Rugunda said. “It is our dream that in the next three years we shall have a fleet for every region with call centres. We hope that these ambulances are centrally managed” ~ Dr. Diana Atwine said. The ambulances will provide emergency services on the highways of Kampala-Masaka-Mbarara- Kabale, Lira-Mbale, Kampala-Gulu,Kampala-Malaba and 2 will be stationed in the Kampala Metropolitan Area. #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3522773197772460/?type=3,,,Photos from Ministry of Health- Uganda's post,,,,4.82
Ministry of Health- Uganda,minofhealthUG,767949523254855,190067,2020-09-24 14:45:59 EAT,Photo,3599,271,103,7,3,19,26,2,2,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3520132621369851,"Results of COVID-19 tests done on 23 September, 2020 confirm 185 new cases. The cumulative cases are now 7,064. 🔸Recoveries: 3,226 🔺1 new death registered from Kisoro. The total COVID-19 deaths are now 70. The breakdown of the 185 new cases are: Contacts and Alerts (184): Kampala (55), Omoro (23), Kapchorwa (14), Mukono (12), Apac (10), Gulu (7), Mbale (7), Sironko (7), Rakai (6), Arua (4), Butaleja (5), Jinja (4), Masaka (6), Terego (4), Oyam (3), Bundibugyo (2), Lira (2), Nwoya (2), Sheema (2), Bushenyi (1), Ibanda (1), Isingiro (1), Kaberamaido (1), Kayunga (1), Kisoro (1), Tororo (1), Wakiso (1) and Zombo (1) • Returnee (1) from India",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3520132204703226/?type=3,,"THE UGANDA MINISTRY OF HEALTH COVID-19 DAILY UPDATES NEW CASES RESULTS OF 23rd d.SEPT.2020 CUMULATIVE DEATHS TO-DATE 70 185 CUMULATIVE CONFIRMED CASES OF UGANDANS TO-DATE 7,064 CUMULATIVE RECOVERIES TO-DATE 3,226 TOTAL COVID-19 SAMPLES TESTED TO-DATE 463,618 Wear Mask 0800-100-066 0800-203-033 Wosh your Hands Keep your Distance E-mail: dghs@infocom.co.ug Website:www.health.go.ug #STAYSAFEUG",,,,,-1.01
